phase,similarity,pair-id,game,tangrams,is_control,bin,p1_description,p2_description,tangram1_snd,tangram2_snd,interactive_phase_tangram,interactive_phase_snd,thread_avg_snd,tangram_A,tangram_B,context_id,thread_id,sim_A_interactive,sim_B_interactive,avg_sim_AB_interactive,jaccard_index,prepost_avg_snd
pre,0.7531256675720215,512,6nS7fWuc5xZoxKWvD,"['page1-0.svg', 'page4-150.svg']",False,1,big black square miss upper right portion,sledgehammer bent handle,0.8833333333333334,0.9888888888888888,page5-18,0.8611111111111113,0.9111111111111112,page1-0,page4-150,47,7,0.3974091112613678,0.3719562292098999,0.3846826702356338,0.0,0.9361111111111111
post,0.7799332737922668,512,6nS7fWuc5xZoxKWvD,"['page1-0.svg', 'page4-150.svg']",False,1,black square miss right hand corner,sledgehammer bent handle,0.8833333333333334,0.9888888888888888,page5-18,0.8611111111111113,0.9111111111111112,page1-0,page4-150,47,7,0.3974091112613678,0.3719562292098999,0.3846826702356338,0.0,0.9361111111111111
pre,0.7544808387756348,513,6nS7fWuc5xZoxKWvD,"['page2-59.svg', 'page1-88.svg']",True,7,elephant trunk,birthday cake candle,0.9,0.8574074074074074,page2-174,0.9111111111111112,0.8895061728395062,page2-59,page1-88,8,1,0.7575775384902954,0.6312327980995178,0.6944051682949066,0.0,0.8787037037037038
post,0.7544859051704407,513,6nS7fWuc5xZoxKWvD,"['page2-59.svg', 'page1-88.svg']",True,7,thick tie,birthday cake candle,0.9,0.8574074074074074,page2-174,0.9111111111111112,0.8895061728395062,page2-59,page1-88,8,1,0.7575775384902954,0.6312327980995178,0.6944051682949066,0.0,0.8787037037037038
pre,0.7791930437088013,514,6nS7fWuc5xZoxKWvD,"['page2-157.svg', 'page2-131.svg']",False,8,arrow kink line,hammer,0.9611111111111112,0.5333333333333334,page1-90,0.7888888888888888,0.7611111111111111,page2-157,page2-131,45,0,0.7707220315933228,0.6530141830444336,0.7118681073188782,0.0,0.7472222222222223
post,0.8058943152427673,514,6nS7fWuc5xZoxKWvD,"['page2-157.svg', 'page2-131.svg']",False,8,arrow bent line,axe hammer,0.9611111111111112,0.5333333333333334,page1-90,0.7888888888888888,0.7611111111111111,page2-157,page2-131,45,0,0.7707220315933228,0.6530141830444336,0.7118681073188782,0.0,0.7472222222222223
pre,0.958770990371704,515,gMQBocS2BM9XmeiN2,"['page-F.svg', 'page-F.svg']",True,9,man sit leg extend,man sit leg,0.6685185185185186,0.6685185185185186,page-F,0.6685185185185186,0.6685185185185186,page-F,page-F,25,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0,0.6685185185185186
post,0.8448209166526794,515,gMQBocS2BM9XmeiN2,"['page-F.svg', 'page-F.svg']",True,9,man turtle shell sit face left,man sit face leave leg outstretche,0.6685185185185186,0.6685185185185186,page-F,0.6685185185185186,0.6685185185185186,page-F,page-F,25,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.5,0.6685185185185186
pre,0.7543433308601379,516,gMQBocS2BM9XmeiN2,"['page2-37.svg', 'page6-100.svg']",False,3,m,half man leg body,0.9444444444444444,0.9388888888888888,page7-44,1.0,0.9611111111111112,page2-37,page6-100,15,5,0.5097864866256714,0.4998095631599426,0.504798024892807,0.0,0.9416666666666667
post,0.7506220936775208,516,gMQBocS2BM9XmeiN2,"['page2-37.svg', 'page6-100.svg']",False,3,letter m,torso foot,0.9444444444444444,0.9388888888888888,page7-44,1.0,0.9611111111111112,page2-37,page6-100,15,5,0.5097864866256714,0.4998095631599426,0.504798024892807,0.0,0.9416666666666667
pre,0.7246934175491333,517,gMQBocS2BM9XmeiN2,"['page1-110.svg', 'page1-70.svg']",False,6,garden heater chimney,pope,0.9240740740740744,0.9555555555555556,page1-65,0.974074074074074,0.9512345679012348,page1-110,page1-70,25,2,0.6740425825119019,0.5980550646781921,0.636048823595047,0.0,0.939814814814815
post,0.753915011882782,517,gMQBocS2BM9XmeiN2,"['page1-110.svg', 'page1-70.svg']",False,6,garden chimnea,skinny square large square triangle,0.9240740740740744,0.9555555555555556,page1-65,0.974074074074074,0.9512345679012348,page1-110,page1-70,25,2,0.6740425825119019,0.5980550646781921,0.636048823595047,0.0,0.939814814814815
pre,0.8076118230819702,518,gMQBocS2BM9XmeiN2,"['page4-11.svg', 'page7-224.svg']",True,7,person sit leg show,man stand pointy head,0.738888888888889,0.9453703703703704,page7-86,0.9333333333333332,0.872530864197531,page4-11,page7-224,25,1,0.7172858715057373,0.6500162482261658,0.6836510598659515,0.0,0.8421296296296297
post,0.8487929105758667,518,gMQBocS2BM9XmeiN2,"['page4-11.svg', 'page7-224.svg']",True,7,look like.man sit leg outstretche,man pointy square head stand straight,0.738888888888889,0.9453703703703704,page7-86,0.9333333333333332,0.872530864197531,page4-11,page7-224,25,1,0.7172858715057373,0.6500162482261658,0.6836510598659515,0.0,0.8421296296296297
pre,0.763762354850769,519,gMQBocS2BM9XmeiN2,"['page3-122.svg', 'page5-220.svg']",True,0,candle stick,series triangle facing left right triangle base,0.974074074074074,0.9907407407407408,page3-193,0.965277777777778,0.9766975308641976,page3-122,page5-220,11,8,0.376280665397644,0.3687169849872589,0.3724988251924515,0.0,0.9824074074074074
post,0.8463953733444214,519,gMQBocS2BM9XmeiN2,"['page3-122.svg', 'page5-220.svg']",True,0,candle point base triangle near,triangle point way white square cut middle sit triangle flat base,0.974074074074074,0.9907407407407408,page3-193,0.965277777777778,0.9766975308641976,page3-122,page5-220,11,8,0.376280665397644,0.3687169849872589,0.3724988251924515,0.3636363636363636,0.9824074074074074
pre,0.7547097206115723,520,gMQBocS2BM9XmeiN2,"['page7-186.svg', 'page6-163.svg']",False,2,letter p,tall rectangle triangle base,1.0,0.9703703703703704,page7-184,0.977777777777778,0.982716049382716,page7-186,page6-163,25,6,0.484100878238678,0.4548682570457458,0.4694845676422119,0.0,0.9851851851851852
post,0.7701756954193115,520,gMQBocS2BM9XmeiN2,"['page7-186.svg', 'page6-163.svg']",False,2,letter p,tall thick rectangle pointy basis,1.0,0.9703703703703704,page7-184,0.977777777777778,0.982716049382716,page7-186,page6-163,25,6,0.484100878238678,0.4548682570457458,0.4694845676422119,0.0,0.9851851851851852
pre,0.7305652499198914,521,gMQBocS2BM9XmeiN2,"['page6-50.svg', 'page5-142.svg']",True,1,xmas tree unstable,sherrif badge,0.977777777777778,0.948148148148148,page8-118,0.9555555555555556,0.9604938271604938,page6-50,page5-142,24,7,0.4440237581729889,0.4322856068611145,0.4381546825170517,0.0,0.962962962962963
post,0.8404588103294373,521,gMQBocS2BM9XmeiN2,"['page6-50.svg', 'page5-142.svg']",True,1,christmas tree pointy,sheriff badge square pointy flat ish base point end,0.977777777777778,0.948148148148148,page8-118,0.9555555555555556,0.9604938271604938,page6-50,page5-142,24,7,0.4440237581729889,0.4322856068611145,0.4381546825170517,0.1111111111111111,0.962962962962963
pre,0.8593481183052063,522,gMQBocS2BM9XmeiN2,"['page8-152.svg', 'page4-16.svg']",False,4,wiggly man walk right,man walk face leave,0.9222222222222222,0.8407407407407407,page6-28,0.8185185185185185,0.8604938271604938,page8-152,page4-16,25,4,0.5966759324073792,0.5607092380523682,0.5786925852298737,0.5,0.8814814814814814
post,0.8809171915054321,522,gMQBocS2BM9XmeiN2,"['page8-152.svg', 'page4-16.svg']",False,4,wiggly man walk right face right,man walk left,0.9222222222222222,0.8407407407407407,page6-28,0.8185185185185185,0.8604938271604938,page8-152,page4-16,25,4,0.5966759324073792,0.5607092380523682,0.5786925852298737,0.6666666666666666,0.8814814814814814
pre,0.7747876048088074,523,gMQBocS2BM9XmeiN2,"['page7-172.svg', 'page6-117.svg']",True,5,thick plane extra bit leave,hand reach left,0.9222222222222222,0.962962962962963,page6-52,1.0,0.9617283950617284,page7-172,page6-117,7,3,0.6251990795135498,0.5420284271240234,0.5836137533187866,0.0,0.9425925925925926
post,0.8000459671020508,523,gMQBocS2BM9XmeiN2,"['page7-172.svg', 'page6-117.svg']",True,5,triangle point face right extra block bit point leave,hand reach left grab,0.9222222222222222,0.962962962962963,page6-52,1.0,0.9617283950617284,page7-172,page6-117,7,3,0.6251990795135498,0.5420284271240234,0.5836137533187866,0.0,0.9425925925925926
pre,0.813289999961853,524,gMQBocS2BM9XmeiN2,"['page6-179.svg', 'page6-173.svg']",False,8,drunk man stoop look,man bend right,0.8925925925925926,0.8694444444444445,page6-181,0.8070370370370371,0.856358024691358,page6-179,page6-173,1,0,0.8550228476524353,0.7889202833175659,0.8219715654850006,0.3333333333333333,0.8810185185185185
post,0.8276341557502747,524,gMQBocS2BM9XmeiN2,"['page6-179.svg', 'page6-173.svg']",False,8,man face leave stook foot ground,man bend right face right,0.8925925925925926,0.8694444444444445,page6-181,0.8070370370370371,0.856358024691358,page6-179,page6-173,1,0,0.8550228476524353,0.7889202833175659,0.8219715654850006,0.4,0.8810185185185185
pre,0.8854377865791321,525,zFYDFvxH9t2tDdHCm,"['page7-39.svg', 'page7-35.svg']",True,7,boat high wall left triangle  square pointing upward,boat huge arrow middle face straight,0.861111111111111,0.7333333333333334,page7-41,0.7555555555555555,0.7833333333333333,page7-39,page7-35,18,1,0.7378087043762207,0.7041320204734802,0.7209703624248505,0.1666666666666666,0.7972222222222223
post,0.9018969535827636,525,zFYDFvxH9t2tDdHCm,"['page7-39.svg', 'page7-35.svg']",True,7,boat arrow pointing upwards,big arrow middle small boat,0.861111111111111,0.7333333333333334,page7-41,0.7555555555555555,0.7833333333333333,page7-39,page7-35,18,1,0.7378087043762207,0.7041320204734802,0.7209703624248505,0.4,0.7972222222222223
pre,0.8205766677856445,526,zFYDFvxH9t2tDdHCm,"['page5-179.svg', 'page5-179.svg']",True,9,chair triangle square middle,symmetrical shape,0.977777777777778,0.977777777777778,page5-179,0.977777777777778,0.977777777777778,page5-179,page5-179,77,9,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0,0.977777777777778
post,1.0000001192092896,526,zFYDFvxH9t2tDdHCm,"['page5-179.svg', 'page5-179.svg']",True,9,symmetrical,symmetrical,0.977777777777778,0.977777777777778,page5-179,0.977777777777778,0.977777777777778,page5-179,page5-179,77,9,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,0.977777777777778
pre,0.8048004508018494,527,zFYDFvxH9t2tDdHCm,"['page2-74.svg', 'page2-67.svg']",True,3,woman lean left rag look thing triangular shape,person hold flag bend,0.9611111111111112,0.9037037037037038,page8-142,0.875925925925926,0.9135802469135804,page2-74,page2-67,29,5,0.5217326879501343,0.4987282156944275,0.5102304518222809,0.0,0.9324074074074076
post,0.8917884230613708,527,zFYDFvxH9t2tDdHCm,"['page2-74.svg', 'page2-67.svg']",True,3,lady bend hold triangle look left,person slightly lean leave arm right arm hold triangle,0.9611111111111112,0.9037037037037038,page8-142,0.875925925925926,0.9135802469135804,page2-74,page2-67,29,5,0.5217326879501343,0.4987282156944275,0.5102304518222809,0.2222222222222222,0.9324074074074076
pre,0.7452690601348877,528,zFYDFvxH9t2tDdHCm,"['page5-89.svg', 'page7-70.svg']",False,0,c shape boat,lay hand face hand right foot left,0.8181818181818182,0.9907407407407408,page7-79,0.7777777777777777,0.8622334455667788,page5-89,page7-70,10,8,0.3779006898403168,0.3731105923652649,0.3755056411027908,0.0,0.9044612794612795
post,0.7449637651443481,528,zFYDFvxH9t2tDdHCm,"['page5-89.svg', 'page7-70.svg']",False,0,c shape boat,person lay hand head air right leg left straight,0.8181818181818182,0.9907407407407408,page7-79,0.7777777777777777,0.8622334455667788,page5-89,page7-70,10,8,0.3779006898403168,0.3731105923652649,0.3755056411027908,0.0,0.9044612794612795
pre,0.848288357257843,529,zFYDFvxH9t2tDdHCm,"['page3-66.svg', 'page6-121.svg']",False,8,long rectangle downward face hook,long stick face leave right,1.0,1.0,page4-156,0.8444444444444447,0.9481481481481482,page3-66,page6-121,46,0,0.7690582275390625,0.6709780097007751,0.7200181186199188,0.4,1.0
post,0.9072519540786744,529,zFYDFvxH9t2tDdHCm,"['page3-66.svg', 'page6-121.svg']",False,8,machete face left blade left handle right,kinda knife handle right sharp left,1.0,1.0,page4-156,0.8444444444444447,0.9481481481481482,page3-66,page6-121,46,0,0.7690582275390625,0.6709780097007751,0.7200181186199188,0.5,1.0
pre,0.7997332811355591,530,zFYDFvxH9t2tDdHCm,"['page8-63.svg', 'page6-96.svg']",False,5,fish little triangle fin,parrot fly upright,0.8388888888888889,0.977777777777778,page6-94,0.9462962962962962,0.9209876543209876,page8-63,page6-96,27,3,0.6495060920715332,0.5963009595870972,0.6229035258293152,0.0,0.9083333333333334
post,0.8349255323410034,530,zFYDFvxH9t2tDdHCm,"['page8-63.svg', 'page6-96.svg']",False,5,whale tail fin right head leave,sort parrot wing look left,0.8388888888888889,0.977777777777778,page6-94,0.9462962962962962,0.9209876543209876,page8-63,page6-96,27,3,0.6495060920715332,0.5963009595870972,0.6229035258293152,0.0,0.9083333333333334
pre,0.7802536487579346,531,zFYDFvxH9t2tDdHCm,"['page8-85.svg', 'page7-106.svg']",True,4,cat lean way,big coffin chunk take left corner,0.8166666666666667,0.9555555555555556,page5-94,0.7999999999999999,0.8574074074074073,page8-85,page7-106,77,4,0.5951341390609741,0.5016034245491028,0.5483687818050385,0.0,0.8861111111111111
post,0.7476931214332581,531,zFYDFvxH9t2tDdHCm,"['page8-85.svg', 'page7-106.svg']",True,4,beat lean left forward geet low elevation,coffin triangle bite left,0.8166666666666667,0.9555555555555556,page5-94,0.7999999999999999,0.8574074074074073,page8-85,page7-106,77,4,0.5951341390609741,0.5016034245491028,0.5483687818050385,0.25,0.8861111111111111
pre,0.7867333889007568,532,zFYDFvxH9t2tDdHCm,"['page8-204.svg', 'page8-65.svg']",False,6,little swan head face leave,wolf lie,0.9111111111111112,0.9333333333333332,page8-2,0.9166666666666666,0.9203703703703704,page8-204,page8-65,23,2,0.6716927289962769,0.6612405180931091,0.666466623544693,0.0,0.9222222222222223
post,0.8201723098754883,532,zFYDFvxH9t2tDdHCm,"['page8-204.svg', 'page8-65.svg']",False,6,swan duck head right look leave,witch lay lef point right,0.9111111111111112,0.9333333333333332,page8-2,0.9166666666666666,0.9203703703703704,page8-204,page8-65,23,2,0.6716927289962769,0.6612405180931091,0.666466623544693,0.2,0.9222222222222223
pre,0.8326228260993958,533,zFYDFvxH9t2tDdHCm,"['page4-194.svg', 'page3-153.svg']",False,1,person stand upright wingsuit,person fall left hold foot,0.9611111111111112,0.9324074074074076,page4-204,0.962962962962963,0.9521604938271606,page4-194,page3-153,10,7,0.4124897122383117,0.3983299732208252,0.4054098427295685,0.2,0.9467592592592594
post,0.7854339480400085,533,zFYDFvxH9t2tDdHCm,"['page4-194.svg', 'page3-153.svg']",False,1,nun stand triangle,person fall slightly hold leg,0.9611111111111112,0.9324074074074076,page4-204,0.962962962962963,0.9521604938271606,page4-194,page3-153,10,7,0.4124897122383117,0.3983299732208252,0.4054098427295685,0.0,0.9467592592592594
pre,0.7990041971206665,534,zFYDFvxH9t2tDdHCm,"['page9-7.svg', 'page5-123.svg']",True,2,x,z slightly line come,0.977777777777778,0.9564814814814816,page5-72,0.937037037037037,0.9570987654320988,page9-7,page5-123,77,6,0.4689830243587494,0.4400385916233063,0.4545108079910278,0.0,0.9671296296296298
post,0.7868896722793579,534,zFYDFvxH9t2tDdHCm,"['page9-7.svg', 'page5-123.svg']",True,2,x,slightly sideways z little line point upward middle,0.977777777777778,0.9564814814814816,page5-72,0.937037037037037,0.9570987654320988,page9-7,page5-123,77,6,0.4689830243587494,0.4400385916233063,0.4545108079910278,0.0,0.9671296296296298
pre,0.7207467555999756,535,7c2XQwFP7pYAuQRhh,"['page2-145.svg', 'page6-164.svg']",True,0,set triangle look church,bird leg barely attach body,0.9621212121212122,0.8962962962962961,page6-92,0.9851851851851852,0.947867564534231,page2-145,page6-164,17,8,0.3395117521286011,0.3386389017105102,0.3390753269195556,0.0,0.9292087542087542
post,0.732654333114624,535,7c2XQwFP7pYAuQRhh,"['page2-145.svg', 'page6-164.svg']",True,0,barn tilt square,kind bird walk right similar flamingo,0.9621212121212122,0.8962962962962961,page6-92,0.9851851851851852,0.947867564534231,page2-145,page6-164,17,8,0.3395117521286011,0.3386389017105102,0.3390753269195556,0.0,0.9292087542087542
pre,0.8369358777999878,536,7c2XQwFP7pYAuQRhh,"['page5-135.svg', 'page5-135.svg']",True,9,set triangle look canoe boat,boat,0.8648148148148149,0.8648148148148149,page5-135,0.8648148148148149,0.864814814814815,page5-135,page5-135,37,9,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,0.8648148148148149
post,0.9999988079071044,536,7c2XQwFP7pYAuQRhh,"['page5-135.svg', 'page5-135.svg']",True,9,boat,boat,0.8648148148148149,0.8648148148148149,page5-135,0.8648148148148149,0.864814814814815,page5-135,page5-135,37,9,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,0.8648148148148149
pre,0.7761044502258301,537,7c2XQwFP7pYAuQRhh,"['page5-198.svg', 'page2-79.svg']",True,5,big ship edge,building telescope pointing left,0.977777777777778,0.9222222222222222,page6-105,0.9666666666666666,0.9555555555555554,page5-198,page2-79,37,3,0.62864750623703,0.552676260471344,0.590661883354187,0.0,0.9500000000000001
post,0.771569550037384,537,7c2XQwFP7pYAuQRhh,"['page5-198.svg', 'page2-79.svg']",True,5,ship,building telescope pointing left,0.977777777777778,0.9222222222222222,page6-105,0.9666666666666666,0.9555555555555554,page5-198,page2-79,37,3,0.62864750623703,0.552676260471344,0.590661883354187,0.0,0.9500000000000001
pre,0.7854666709899902,538,7c2XQwFP7pYAuQRhh,"['page4-227.svg', 'page8-204.svg']",False,1,lantern turn upside,creature weird tail left,0.9814814814814816,0.9111111111111112,page6-158,0.9357142857142856,0.942768959435626,page4-227,page8-204,37,7,0.400060623884201,0.3897203803062439,0.3948905020952225,0.0,0.9462962962962964
post,0.7773697376251221,538,7c2XQwFP7pYAuQRhh,"['page4-227.svg', 'page8-204.svg']",False,1,funnel face,dove sitting face leave,0.9814814814814816,0.9111111111111112,page6-158,0.9357142857142856,0.942768959435626,page4-227,page8-204,37,7,0.400060623884201,0.3897203803062439,0.3948905020952225,0.25,0.9462962962962964
pre,0.8675225973129272,539,7c2XQwFP7pYAuQRhh,"['page3-207.svg', 'page6-171.svg']",False,8,person run left,man walk right,0.7388888888888889,0.4148148148148148,page4-16,0.8407407407407407,0.6648148148148149,page3-207,page6-171,7,0,0.7851440906524658,0.7525508403778076,0.7688474655151367,0.0,0.5768518518518518
post,0.841395378112793,539,7c2XQwFP7pYAuQRhh,"['page3-207.svg', 'page6-171.svg']",False,8,person run left point upward,person walk right,0.7388888888888889,0.4148148148148148,page4-16,0.8407407407407407,0.6648148148148149,page3-207,page6-171,7,0,0.7851440906524658,0.7525508403778076,0.7688474655151367,0.3333333333333333,0.5768518518518518
pre,0.8190880417823792,540,7c2XQwFP7pYAuQRhh,"['page6-23.svg', 'page4-79.svg']",True,6,person motion point left slightly upwards,person pose picture,0.7776190476190477,0.9018518518518516,page8-148,0.8999999999999998,0.8598236331569664,page6-23,page4-79,6,3,0.6354174017906189,0.6205627918243408,0.6279900968074799,0.3333333333333333,0.8397354497354497
